unit_id,airline_sentiment,airline,text
681454166,negative,United,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.
681455412,negative,Southwest,@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService
681460125,negative,US Airways,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable."
681678335,negative,American,@AmericanAir Don't require us to memorize a five-word phrase and remember it after we hear another six million options
681455298,negative,Southwest,@SouthwestAir _��� you won't let me change my reservation online so now I'm just wasting my time. http://t.co/mHA3xXaeD5
681453711,negative,United,@united thanks for not letting me switch flights Bc I had a checked bag then Cancelled Flighting my flight forcing me to take another 3 hrs Late Flightr!
681453317,negative,United,@united we booked at the same time AND he called was told confirmed we were linked. Even after he had to make changes to his rez.
681461537,negative,US Airways,@USAirways forgot to call in the copilot so we're stuck on the plane in PHL. Looking fwd to being stranded in CLT. Day 2 of flight fails.
681454532,negative,Southwest,"@SouthwestAir very disappointed in your customer service right now. definitely not feeling the luv. what's worse, 2nd time this winter."
681677559,negative,American,@AmericanAir thank you for the robotic and non helpful assistance.
681677857,negative,American,@AmericanAir Asked for a waiver of a change fee for flight booked w/in past 24 hrs. Rep was rude. Just told me no. Didn't even try to help!
681449392,negative,United,@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.
681448784,negative,Virgin America,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS
681453735,negative,United,@united yes of course I have.  Is this how you treat customer with no recourse?
681460368,negative,US Airways,@USAirways I bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back
681677586,negative,American,@AmericanAir so I have to call back at 9 since the department is closed. This has to be the biggest bunch of bull!
681677790,negative,American,@AmericanAir 2hr and 20 min delayed...still waiting...you need to do something to improve... http://t.co/1m36NTPTR8
681678999,negative,American,@AmericanAir How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?
681454329,negative,Southwest,@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit
681460075,negative,US Airways,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A
681679085,negative,American,@AmericanAir would have been nice if the agents were at the very least courteous since the delay was AA's fault
681679259,negative,American,@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.
681679309,negative,American,@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles
681451614,negative,United,@united ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes
681459846,negative,Delta,"@JetBlue yes, today. Flight is full now. They said no to me at gate :("
681458406,negative,Delta,@JetBlue thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!
681457002,negative,Southwest,@SouthwestAir 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice
681462457,negative,US Airways,@USAirways I've called to resolve my dividend miles issue for a week to no avail.  Please advise ASAP.
681459017,negative,Delta,"@jetblue well, we're on our way now, but more than half my tv channels are just static. _���"
681453027,negative,United,@united installed and working are not the same. Kicked me out after an hour and wouldn't let me back in. Four wasted hours.
681459982,negative,Delta,@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice
681453313,negative,United,@united Ruth was VERY helpful in re-routing us to Punta Cana when Dulles connection failed. Other reps- NOT so helpful.
681450337,negative,United,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?
681678897,negative,American,"@AmericanAir How is hanging up on customers because of ""high volume"" customer service? Tried to resolve via DM-still waiting.So bad. #aafail"
681679033,negative,American,"@AmericanAir seriously, I do not want to wait 24 hours for a flight when I have to prepare for a family funeral."
681677301,negative,American,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...
681449967,negative,United,@united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals
681453721,negative,United,"@united Is your company motto: ""I do not care!!!""  I heard several times from your employees to your clients in the past week.""  #idonotcare"
681456228,negative,Southwest,@SouthwestAir Is my friend lucky enough to see #DestinationDragons live on his birthday? He's been a fan for years @thirty_lives
681462801,negative,US Airways,@USAirways is useless airways. Day 2 trying to get home on standby as a result of their Cancelled Flightlation. #USAirways
681461180,negative,US Airways,@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away...
681451031,negative,United,@united feeling like a true united customer stuck.on the tarmac in dc for over 2 hrs. UNITEDFAIL
681449455,negative,United,@united Been trying since 1230 to file a report.
681449543,negative,United,@united So you are inadequate by accident?
681678160,negative,American,@AmericanAir on Feb. 15th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.
681460407,negative,US Airways,"@USAirways not likely, flightaware says plane is still in Durango and hasn't departed."
681459867,negative,Delta,@JetBlue pls send an IT tech 2 baggage office. Poor guy is trying 2 print my claim &amp; can't. I need 2 get home. Upgrade 2 @HP printers MFPs
681461562,negative,US Airways,"@USAirways tough night, two 90 minute calls, on hold, delayed here in Phoenix for two days because of one aircraft not ready? Not acceptable"
681452310,negative,United,"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks"
681454622,negative,Southwest,@SouthwestAir right? We're delayed so I'm crabby. :) Also why do you allow one family member to purchase EarlyBird check in and hold rows?
681454548,negative,Southwest,@SouthwestAir Should be a way to give voice to customers who pay for services that are not satisfactorily delivered. #justsayin
681461640,negative,US Airways,@USAirways Delays due to faulty engine light. Great work guys. Coming up on 2 hrs sitting on the plane #WorstAirlineInAmerica
681457281,negative,Delta,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!"
681463109,negative,US Airways,@USAirways Travelling from pwm to atl on Sunday That flight got Cancelled Flightled and my new flight is Cancelled Flightled and got disconnected when reFlight Booking Problems
681677447,negative,American,"@AmericanAir 4285. Apparently we�۪re told, staff on the ground keep promising to come and they don�۪t."
681453807,negative,United,@united Designed to deter people from forgetting things or to provide more storage space? The article says the latter #unfriendlyskies
681458736,negative,Delta,@JetBlue I'm a trying ! But I'm tired and getting grumpy !
681453072,negative,United,@united the wifi in the ewr lounge reminds me of the old days of dial up
681679716,negative,American,@AmericanAir @ActingOutMgmnt Just make sure they remember to load the bags onto the plane. They Cancelled Flight the flight when they forget...
681450340,negative,United,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back
681451782,negative,United,@united bags arrived - I sure miss the customer focused days when I used to fly @ContinentalAir1 Here's hoping @united wakes up
681462943,negative,US Airways,"@USAirways I'm on the flight, finally in the air. Not enough food to feed customers. No movie or entertainment on a 5 hr flight."
681450240,negative,United,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.
681678375,negative,American,@AmericanAir it's taken care of already. I've come to expect this level of horrible service from you time and time again
681677291,negative,American,"@AmericanAir said that AA does not provide in-flight wifi on the routes to China based on some federal laws, but United does, why is that?"
681453955,negative,United,@united do you guys have any working planes?
681452305,negative,United,@United can you let us out of the gate now. UA1157
681679658,negative,American,@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.
681679563,negative,American,@AmericanAir pls help. This is seriously beyond ridiculous.
681454048,negative,United,"@united thanks for a terrible experience at EWR. Customers should be treated as a priority, not as an inconvenience #tryagain"
681461063,negative,US Airways,"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!"
681462705,negative,US Airways,@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?
681678635,negative,American,@AmericanAir haha I did. They said it wasn't their fault somehow? You guys r a joke
681455960,negative,Southwest,"@SouthwestAir PWM direct to Orlando on Saturdays, why is this only happening in March? I thought it was going to be a permanent thing. :("
681453301,negative,United,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on
681451743,negative,United,"Meanwhile, they fucked my flight. @united: The festivities are already in full swing at the United Fairway Club, overlooking the 17th hole.."
681678727,negative,American,@AmericanAir - cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop
681678186,negative,American,@AmericanAir will do on another airline that's more accommodating of its customers. Unable to simply change passengers with notice is simply
681453851,negative,United,@united we have been told that it's lost...you guys don't know where it is
681452571,negative,United,@united Without baggage for 5 days and can't get an update from Houston airport since Monday. Worst service ever!
681454989,negative,Southwest,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew
681462367,negative,US Airways,@USAirways should take a lesson from @SouthwestAir and wait for passengers from connecting flights. Shame..
681457786,negative,Delta,@JetBlue aka take stuff out of the checked bag! Then just carry on the extra weight. For someone just had shoulder surgery that's just no
681451585,negative,United,@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault
681679080,negative,American,@AmericanAir we tried. We are headed to a funeral in Cincinnati and your people didn't even tell us we could get on standby.
681453963,negative,United,@united Ugh.  My bags were sent to Palm Springs and not to LAX as promised.  They better be at the hotel when I get there.
681462408,negative,US Airways,@USAirways so basically I am stuck paying for hidden fees and being bumped to an inferior flight. JetBlue here I come. #usairways #mergers
681679410,negative,American,@AmericanAir I even went to ticket counter and got no help
681450011,negative,United,"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!"
681679150,negative,American,@AmericanAir none of your sample itineraries can actually be booked http://t.co/mF7rABGn8a Every last leg back to US says invalid
681450281,negative,United,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!
681679417,negative,American,@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?
681451182,negative,United,@united  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday. #UnitedHatesUsAll
681451541,negative,United,"@united Been on hold on the phone for well over half an hour, waiting to make a reservation change I *wanted* to make online. Help!"
681453163,negative,United,"@united unfortunately, that doesn't help. Just an automated computer."
681461236,negative,US Airways,"@USAirways  Flight 4454 aircraft at gate, but no crew?  Will be 2+ hours Late Flight to destination. Come on!"
681461747,negative,US Airways,@USAirways @AmericanAir won't even refund for a flight they Cancelled Flightled #horriblecustomerservice
681459269,negative,Delta,@JetBlue would have been good to know months ago that you Cancelled Flightled our flights leaving tomorrow #telleveryone #jetblue #NeverAgain
681452430,negative,United,@United I have never been so grossed out in my life. What a disappointment-yet again-flying with you.
681454314,negative,United,@united yes. We waited in line for almost an hour to do so. Some passengers just left not wanting to wait past 1am.
681453442,negative,United,@united it's not there we tried. It's already here in cancun just no one has delivered it
681679517,negative,American,@AmericanAir @NY_NJairports Do you guys teach poor customer service or is it just part of an american dream?
681679069,negative,American,@AmericanAir Now you've Cancelled Flightled my flight. First a priority ticket bumped and now this. You're losing customers. People are furious.
681462410,negative,US Airways,@USAirways oh the irony. A dog who will not spot barking in waiting area is now right in front of me! Please send me a cocktail coupon stat
681458321,negative,Delta,@jetblue fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free
681454347,negative,Southwest,@SouthwestAir belt issues. Been a rough day for them. Worst part is traveling with 9 month old and having to wait outside in 85 degree
681460182,negative,US Airways,@USAirways 5203 and we're just sitting 20 feet from an open gate
681456618,negative,Southwest,@SouthwestAir 75 minutes and still waiting for skis to be unloaded. You should be ashamed. It's 1:30 in the morning.
681458763,negative,Delta,Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue
681454223,negative,United,@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept
681456169,negative,Southwest,@SouthwestAir I paid for inflight wifi only for it not to work. Download speed was 0.21mbps &amp; I ended up watching the free TV instead.
681450231,negative,United,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United
681462362,negative,US Airways,@USAirways @AmericanAir you know...hockey sticks are expensive. Your baggage handlers shouldn't just be throwing them on the cart.
681461585,negative,US Airways,@USAirways three hours on hold then disconnected. Conf EBHSET. Need to be home Sunday for interview
681678027,negative,American,"@AmericanAir already spoke to that line, unwilling to help - really poor support #hitawall"
681460727,negative,US Airways,@USAirways anyone there to help? Still on hold...
681451373,negative,United,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?"
681462376,negative,US Airways,@USAirways what is the holdup? Should I be looking for another flight?
681678628,negative,American,@AmericanAir Why did I have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane?
681451424,negative,United,"@United - flight Cancelled Flightled. 4 hrs at airport to book a new one for $95. Just got two invoices for the flight, each for approx $300. Really?!"
681678548,negative,American,"@AmericanAir but you're not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight, right?"
681454363,negative,Southwest,@SouthwestAir I'm so upset that my luggage was damaged and the rude employee at the Laguardia airport didn't help!
681460523,negative,US Airways,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!"
681453876,negative,United,@united this is getting ridiculous. Now we're missing our connection.
681455287,negative,Southwest,@SouthwestAir you just Cancelled Flightled my flight home so you better get me a private jet or something. I need to get home now
681678964,negative,American,"@AmericanAir By ""answering as fast as they can"", you mean hanging up on every call?"
681457202,negative,Delta,@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter
681462466,negative,US Airways,@USAirways 1917. Still sitting here. Feels badly handled.
681454699,negative,Southwest,@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0
681460822,negative,US Airways,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?"
681461462,negative,US Airways,@USAirways  but have to return car to clt can I skip my flgjt back tonight from gso to clt and pick up at clt to fll I was told yes
681455064,negative,Southwest,"@SouthwestAir ""...you in the 10 hrs we were hanging out there? Oh, no I understand things get crazy n sometimes 10 hours isn't long enough."""
681452793,negative,United,@united not once did #US3645 leave #ORD on time this week #shameful
681458375,negative,Delta,@JetBlue I've spoken 2/emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.
681458954,negative,Delta,@JetBlue #poorservice #poorcommunication #waitingsince 10:51 for bags frm flight 424!!! #jetblue
681452133,negative,United,@united tell me something I don't know...not #keepingit100 #weaktea
681448451,negative,Virgin America,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise
681458180,negative,Delta,@JetBlue flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK
681450864,negative,United,@United rescheduled my return flight from #Japan?  Uh why?  Trying to call #UnitedAirlines #customerservice - 45 min wait.  #fun
681462045,negative,US Airways,@USAirways 2 bad planes &amp; 3 gate changes= lots of exercise. #travelfail let's hope this plane works. I'm tired.
681458138,negative,Delta,@JetBlue @CookJaycook123 the only update we get is that they have no idea when we will get an update. Way to go. #hopeless
681457858,negative,Delta,@JetBlue thank you for not even coming with a solution. Great service I might say...as a TrueBlue member I am totally dissatisfied...thanks
681458972,negative,Delta,@jetblue we never received that $15 credit for inoperable tv's on our SFO &gt; JFK flight 2 weeks ago. never got an email...
681449078,negative,United,"@united as a 1k, I'm always hoping for improvement."
681461353,negative,US Airways,@USAirways Three hour delay from Miami to London.  None of the other flights today are delayed. Put me on another flight!
681462648,negative,US Airways,@USAirways My last flight was Cancelled Flightled and I'm very disappointed.
681455572,negative,Southwest,@SouthwestAir no one I call knows anything about it so I'm just wondering how to get any? #DestinationDragons
681461372,negative,US Airways,@usairways 3rd time cut off after 10+ minutes on hold with Chairmans desk?!??? Wth how are we supposed to rebook Cancelled Flightled flights?!?!?
681451952,negative,United,@united it's been booked into first class with curbside delivery 24 hours from now. I'm counting on it! #TeamUSA
681454278,negative,United,"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +"
681455279,negative,Southwest,@SouthwestAir @ LAX is almost a mess. For some reason the express bag drop is slower than the full service line. http://t.co/ORY89eEGek
681677824,negative,American,@AmericanAir this is the biggest joke I've ever seen and will be telling everyone never to use you guys cause you are a joke
681461846,negative,US Airways,@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1)
681452802,negative,United,.@united board customers onto a plane with no pilot? The only thing that expedited was my time in line to book a new flight. Come on now.
681677215,negative,American,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr
681460984,negative,US Airways,@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger
681458657,negative,Delta,"@JetBlue It's not ideal, but it's okay. Better Late Flight than never! :)"
681455600,negative,Southwest,@SouthwestAir  over 15 minutes without talking to a human at what point would you recommend I call @AmericanAir http://t.co/ysqbVq6Mgb
681456481,negative,Southwest,@SouthwestAir step 1: be less shot. Step 2: acknowledge customers other places than Twitter. Step 3: don't suck so much
681678490,negative,American,"@AmericanAir now because you couldn't add my ktn, which I asked for numerous times and no one answers the phone, I missed my flight!!#upset"
681451715,negative,United,"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable."
681451399,negative,United,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?"
681679489,negative,American,"@AmericanAir Orbitz has only shown ""priority"" seats since we booked &amp; paid 3 weeks ago."
681456334,negative,Southwest,@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.
681679134,negative,American,"@AmericanAir You should be more timely with bags that missed a flight, people need their undies the next morning!"
681679465,negative,American,@AmericanAir it's always better to find out equipment is INOP on the ground than in the air! #safetyfirst
681451945,negative,United,@united never fails to have delayed flights _���
681460678,negative,US Airways,"@USAirways US 728. Nope, not getting off. 3 hours in the plane. 4 pilot announcements. One water run of the planet's smallest water bottles."
681452183,negative,United,@united I miss the Continental days.
681679751,negative,American,"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26"
681678740,negative,American,@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is Cancelled Flightled. Could you be of assistance?
681460953,negative,US Airways,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler
681461654,negative,US Airways,@USAirways no more hotel voucher? Everyone had to get one but not me...what do I do? Arrived from Amsterdam #SnowStorm
681460694,negative,US Airways,@USAirways One of your workers was very rude with us. We can tell you in DM cuz it won't be any good publicity...
681448432,negative,Virgin America,@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!
681677214,negative,American,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.
681679510,negative,American,"@AmericanAir second, she sat on the Tarmac for 3 hrs only to be told it would be 30 mins"
681677248,negative,American,@AmericanAir I need a flight out tonight. Isn't there anything else?
681461869,negative,US Airways,@USAirways  ! THE WORST in customer service. @USAirways ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer
681463434,negative,American,@AmericanAir @lpalumbo what weather sun is out
681450741,negative,United,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.
681450437,negative,United,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.
681460701,negative,US Airways,"@USAirways can I speak to a human with some compassion? I wrote an email to discuss my experience and received a generic ""sorry"" email back"
681455166,negative,Southwest,.@SouthwestAir  I finally hung up after 2 hours and was not able to get the flight I needed. #stuckintampa _��_
681679386,negative,American,@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc
681452256,negative,United,@united and now your rep just hung up on me after over 35 mins on hold because I asked for a supervisor. I'm furious right now.
681450165,negative,United,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight
681448831,negative,Virgin America,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!"
681452719,negative,United,@united #onlyinAmerica. 18 days and not a word from #unitedairlines #customerservices. Bad PR guys.
681457972,negative,Delta,"@JetBlue @amybruni No wifi on this flight so we can't tweet you our Oscar party pics at 37,000ft. #bluecarpet :-( SEA������BOS"
681458146,negative,Delta,"@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board"
681450354,negative,United,@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.
681679650,negative,American,"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?"
681459482,negative,Delta,@JetBlue C'mon now. My flight's delayed annnnnd you can't give me a pick?!? I'm about to tweet at @united or @Delta .......
681453091,negative,United,@united how's my refund coming along??
681457109,negative,Southwest,@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH
681677399,negative,American,@AmericanAir hi we have lost and found solution we want to offer for free to assist with contacting people when items are found
681451454,negative,United,@united &amp; finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue
681679490,negative,American,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV."
681449965,negative,United,@united it won't help...been there done that.
681452864,negative,United,@united be worse?oh you can't! delayed with no reason on the way to Lon;flight Cancelled Flighted with NO REASON less than 2 days before returning.
681461252,negative,US Airways,@USAirways yesterday we were delayed for SIX hours w/lil to NO explanation we paid LOTS of $$ 2 fly w/u &amp; this is how u treat ur customers?
681452697,negative,United,"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!"
681677729,negative,American,"@AmericanAir couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow."
681458986,negative,Delta,@JetBlue after 40 mins they tell us they can't check temperature for at least 2 more hours. So it's back to the gate to wait. #mosiacfail
681453519,negative,United,@united screwed over my professor. Maybe we should tell everyone about @Skiplagged ? #aviation #airport #airline #innovation #startups #tech
681460551,negative,US Airways,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
681678075,negative,American,"@AmericanAir I've been trying to get through to reservations since yesterday to make a change to a reservation hold, when will it be up?"
681462586,negative,US Airways,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled
681677567,negative,American,@AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.
681450178,negative,United,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback"
681677725,negative,American,.@AmericanAir how about connecting me with a customer service rep? I'd rather speak to a person than a computer. Thanks!
681460419,negative,US Airways,@USAirways i have been patient.. especially the first time. i will never fly with you again
681460310,negative,US Airways,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!
681458665,negative,Delta,@JetBlue now we are delayed until 1:02! This is ridiculous
681679006,negative,American,@AmericanAir one staff on desk. Now been queuing for over an hr.
681456388,negative,Southwest,"@SouthwestAir @Kaneshow @InternJohnRadio @mrerickv THIS IS EVERYTHING... now, return that jet so we can go to Miami!"
681450656,negative,United,@united I hope you lose the next govt contract
681460800,negative,US Airways,@USAirways they told me to call back Late Flightr
681460512,negative,US Airways,@USAirways your airway is a joke. I have never dealt with worse service
681678907,negative,American,@AmericanAir your customer service is a disgrace.
681678499,negative,American,"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC"
681455676,negative,Southwest,@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.
681460659,negative,US Airways,@USAirways US 728/Feb 21. Arrive 7 hrs Late Flight; checked car seat missing. No replacement available. Has yet to arrive more than 24 hours Late Flightr.
681453572,negative,United,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed
681449584,negative,United,"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?"
681462232,negative,US Airways,@USAirways we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.
681457784,negative,Delta,@JetBlue i only take jetblue to travel and i have to go to maimi next year but you guys dont go to maimi_��_ why dont you guys go to maimi???
681450888,negative,United,"@united your website is fucked up. Now instead of a $416 flight I should�۪ve had yesterday, it�۪s $514 today. Thanks."
681679287,negative,American,@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?
681458354,negative,Delta,"@JetBlue Yep, still waiting for bags at #JFK. What's the holdup? Looks like we are the only flight that got in at this time..??"
681463085,negative,US Airways,@USAirways Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.
681461114,negative,US Airways,@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??
681677380,negative,American,@AmericanAir Flight 2559 it's been delayed every hour since 8:55 am.
681452137,negative,United,���@united: @leigh_emery We don't like to hear this. Is there anything we can help with? Thanks. ^EY�۝ another empty offer for help.
681454516,negative,Southwest,@SouthwestAir won't let me send a DM because they don't follow me.. #lovedflyingwiththem #notanymore #wrong #badpolicy
681451200,negative,United,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!
681462149,negative,US Airways,@USAirways that website does not give correct info said my bag was in Miami was in key west the entire time..I got the run around for 2 days
681450640,negative,United,"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor."
681678909,negative,American,@AmericanAir She got to the gate just in time to watch the plane push back. 5 minutes was all she needed. Glad we�۪ve relatives nearby.
681449016,negative,United,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child"
681678190,negative,American,@AmericanAir is there a way to reserve my dog�۪s flight without speaking with a representative? Just was booted from your helpline!
681678010,negative,American,@AmericanAir I've never had anything bad to say until now. No love for faithful customers.
681462063,negative,US Airways,@USAirways I'm trying to Request Missed Mileage and it keeps saying it can't my flight from 2/13. Then it says call the number.
681449213,negative,United,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight
681677230,negative,American,"���@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?�۝ SMA"
681450531,negative,United,@united customer service what's That???
681452343,negative,United,"@united Listen, learn &amp; do this: Remove your PQD requirement. It is insulting. ^HA"
681458676,negative,Delta,@JetBlue yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially
681456690,negative,Southwest,@SouthwestAir No. We were in a large group. Majority of the 30+ bags were soaked.
681452664,negative,United,"@united gates were DEFINITELY NOT FULL. We were parked and wheels were chocked. Customer service called it an ""UNMET ARRIVAL""!!"
681452450,negative,United,"@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky"
681455775,negative,Southwest,@SouthwestAir I don't want to be too whiny. We accommodated several passengers whose earlier flight was Cancelled Flightled. Our flight was very long.
681452833,negative,United,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X
681463138,negative,US Airways,@USAirways want to bump up my seet to first class for two Cancelled Flightlations in 24hrs?? what a joke
681455735,negative,Southwest,@SouthwestAir  Glad to see you know how to keep the money in your own pockets. 'Thanks' for the voucher in return for lost bag.
681449079,negative,United,@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?
681679152,negative,American,@AmericanAir So plot thickens. We're on plane but no ground crew to get us off gate. Apparently under the weather in large numbers....
